,신선도,신선도예측,신선도 정답 여부,종류,종류예측,종류 정답 여부,파일명
753,fresh,fresh,True,strawberry,pepper,False,/Users/jongya/Desktop/data/data/archive/fresh_strawberry/naver_0044.jpg
754,stale,fresh,False,mandarin,mandarin,True,/Users/jongya/Desktop/data/data/archive/stale_mandarin/225581077.jpg
755,stale,fresh,False,banana,banana,True,/Users/jongya/Desktop/data/data/archive/stale_banana/Screen Shot 2018-06-12 at 8.58.33 PM.png
756,stale,fresh,False,apple,orange,False,/Users/jongya/Desktop/data/data/archive/stale_apple/Screen Shot 2018-06-08 at 2.42.38 PM.png
757,fresh,fresh,True,mandarin,cherryTomato,False,/Users/jongya/Desktop/data/data/archive/fresh_mandarin/naver_0362.jpg
758,fresh,fresh,True,grape,strawberry,False,/Users/jongya/Desktop/data/data/archive/fresh_grape/google_0385.jpg
759,fresh,fresh,True,strawberry,pepper,False,/Users/jongya/Desktop/data/data/archive/fresh_strawberry/naver_0215.jpg
760,stale,fresh,False,apple,orange,False,/Users/jongya/Desktop/data/data/archive/stale_apple/Screen Shot 2018-06-07 at 2.51.16 PM.png
761,fresh,fresh,True,banana,banana,True,/Users/jongya/Desktop/data/data/archive/fresh_banana/Screen Shot 2018-06-12 at 9.48.04 PM.png
762,stale,fresh,False,capsicum,capsicum,True,/Users/jongya/Desktop/data/data/archive/stale_capsicum/WhatsApp Image 2020-11-07 at 11.35.36 PM(1).jpg_0_9883.jpg
763,fresh,fresh,True,grape,grape,True,/Users/jongya/Desktop/data/data/archive/fresh_grape/google_0573.jpg
764,fresh,fresh,True,grape,pepper,False,/Users/jongya/Desktop/data/data/archive/fresh_grape/naver_0232.jpg
765,stale,fresh,False,orange,orange,True,/Users/jongya/Desktop/data/data/archive/stale_orange/Screen Shot 2018-06-12 at 11.20.40 PM.png
766,fresh,fresh,True,orange,mandarin,False,/Users/jongya/Desktop/data/data/archive/fresh_orange/naver_0130.jpg
767,stale,fresh,False,strawberry,banana,False,/Users/jongya/Desktop/data/data/archive/stale_strawberry/google_0008.jpg
768,fresh,fresh,True,mandarin,grape,False,/Users/jongya/Desktop/data/data/archive/fresh_mandarin/naver_0341.jpg
769,fresh,fresh,True,pepper,capsicum,False,/Users/jongya/Desktop/data/data/archive/fresh_pepper/google_0072.jpg
770,fresh,fresh,True,banana,banana,True,/Users/jongya/Desktop/data/data/archive/fresh_banana/naver_0069.jpg
771,stale,fresh,False,banana,banana,True,/Users/jongya/Desktop/data/data/archive/stale_banana/Screen Shot 2018-06-12 at 9.09.55 PM.png
772,fresh,fresh,True,apple,apple,True,/Users/jongya/Desktop/data/data/archive/fresh_apple/Screen Shot 2018-06-08 at 4.59.57 PM.png
773,fresh,fresh,True,cherryTomato,strawberry,False,/Users/jongya/Desktop/data/data/archive/fresh_cherryTomato/naver_0054.jpg
774,stale,fresh,False,apple,apple,True,/Users/jongya/Desktop/data/data/archive/stale_apple/Screen Shot 2018-06-08 at 2.24.15 PM.png
775,fresh,fresh,True,grape,capsicum,False,/Users/jongya/Desktop/data/data/archive/fresh_grape/naver_0070.jpg
776,stale,fresh,False,cherryTomato,strawberry,False,/Users/jongya/Desktop/data/data/archive/stale_cherryTomato/naver_0155.jpg
777,stale,fresh,False,grape,grape,True,/Users/jongya/Desktop/data/data/archive/stale_grape/google_0270.jpg
778,fresh,fresh,True,strawberry,cherryTomato,False,/Users/jongya/Desktop/data/data/archive/fresh_strawberry/naver_0133.jpg
779,stale,fresh,False,grape,grape,True,/Users/jongya/Desktop/data/data/archive/stale_grape/google_0033.jpg
780,stale,fresh,False,apple,orange,False,/Users/jongya/Desktop/data/data/archive/stale_apple/Screen Shot 2018-06-08 at 2.40.38 PM.png
781,stale,fresh,False,banana,banana,True,/Users/jongya/Desktop/data/data/archive/stale_banana/Screen Shot 2018-06-12 at 8.50.40 PM.png
782,fresh,fresh,True,grape,grape,True,/Users/jongya/Desktop/data/data/archive/fresh_grape/naver_0088.jpg
783,fresh,fresh,True,apple,apple,True,/Users/jongya/Desktop/data/data/archive/fresh_apple/Screen Shot 2018-06-08 at 5.06.28 PM.png
784,stale,fresh,False,banana,banana,True,/Users/jongya/Desktop/data/data/archive/stale_banana/Screen Shot 2018-06-12 at 9.20.52 PM.png
785,fresh,fresh,True,mandarin,banana,False,/Users/jongya/Desktop/data/data/archive/fresh_mandarin/naver_0264.jpg
786,fresh,fresh,True,mandarin,banana,False,/Users/jongya/Desktop/data/data/archive/fresh_mandarin/naver_0352.jpg
787,fresh,fresh,True,strawberry,strawberry,True,/Users/jongya/Desktop/data/data/archive/fresh_strawberry/naver_0091.jpg
788,fresh,fresh,True,strawberry,pepper,False,/Users/jongya/Desktop/data/data/archive/fresh_strawberry/naver_0014.jpg
789,fresh,fresh,True,cherryTomato,strawberry,False,/Users/jongya/Desktop/data/data/archive/fresh_cherryTomato/naver_0052.jpg
790,fresh,fresh,True,cherryTomato,strawberry,False,/Users/jongya/Desktop/data/data/archive/fresh_cherryTomato/naver_0226.jpg
791,fresh,fresh,True,mandarin,pepper,False,/Users/jongya/Desktop/data/data/archive/fresh_mandarin/naver_0043.jpg
792,stale,fresh,False,banana,banana,True,/Users/jongya/Desktop/data/data/archive/stale_banana/Screen Shot 2018-06-12 at 9.00.11 PM.png
793,stale,fresh,False,pepper,capsicum,False,/Users/jongya/Desktop/data/data/archive/stale_pepper/556393_20210729_5_1_a7_1_2_13_1_52.jpg
794,fresh,fresh,True,orange,orange,True,/Users/jongya/Desktop/data/data/archive/fresh_orange/Screen Shot 2018-06-12 at 11.52.32 PM.png
795,stale,fresh,False,pepper,grape,False,/Users/jongya/Desktop/data/data/archive/stale_pepper/google_0050.jpg
796,fresh,fresh,True,apple,apple,True,/Users/jongya/Desktop/data/data/archive/fresh_apple/Screen Shot 2018-06-08 at 5.14.07 PM.png
797,fresh,fresh,True,grape,grape,True,/Users/jongya/Desktop/data/data/archive/fresh_grape/google_0057.jpg
798,fresh,fresh,True,apple,orange,False,/Users/jongya/Desktop/data/data/archive/fresh_apple/Screen Shot 2018-06-08 at 5.29.31 PM.png
799,fresh,fresh,True,pepper,pepper,True,/Users/jongya/Desktop/data/data/archive/fresh_pepper/naver_0114.jpg
800,fresh,fresh,True,banana,orange,False,/Users/jongya/Desktop/data/data/archive/fresh_banana/Screen Shot 2018-06-12 at 9.47.59 PM.png
801,fresh,fresh,True,grape,grape,True,/Users/jongya/Desktop/data/data/archive/fresh_grape/google_0590.jpg
802,stale,fresh,False,orange,banana,False,/Users/jongya/Desktop/data/data/archive/stale_orange/Screen Shot 2018-06-12 at 11.26.24 PM.png
803,fresh,fresh,True,banana,orange,False,/Users/jongya/Desktop/data/data/archive/fresh_banana/Screen Shot 2018-06-12 at 9.57.31 PM.png
804,stale,fresh,False,broccoli,pepper,False,/Users/jongya/Desktop/data/data/archive/stale_broccoli/google_0159.jpg
805,stale,fresh,False,mandarin,apple,False,/Users/jongya/Desktop/data/data/archive/stale_mandarin/istockphoto-528446230-170667a.jpg
806,fresh,fresh,True,strawberry,pepper,False,/Users/jongya/Desktop/data/data/archive/fresh_strawberry/naver_0006.jpg
807,fresh,fresh,True,apple,apple,True,/Users/jongya/Desktop/data/data/archive/fresh_apple/Screen Shot 2018-06-08 at 5.20.56 PM.png
808,fresh,fresh,True,apple,orange,False,/Users/jongya/Desktop/data/data/archive/fresh_apple/Screen Shot 2018-06-08 at 5.28.42 PM.png
809,fresh,fresh,True,grape,grape,True,/Users/jongya/Desktop/data/data/archive/fresh_grape/google_0114.jpg
810,stale,fresh,False,cherryTomato,pepper,False,/Users/jongya/Desktop/data/data/archive/stale_cherryTomato/naver_0050.jpg
811,stale,fresh,False,apple,orange,False,/Users/jongya/Desktop/data/data/archive/stale_apple/Screen Shot 2018-06-07 at 2.45.35 PM.png
812,fresh,fresh,True,strawberry,strawberry,True,/Users/jongya/Desktop/data/data/archive/fresh_strawberry/naver_0249.jpg
813,stale,fresh,False,capsicum,capsicum,True,/Users/jongya/Desktop/data/data/archive/stale_capsicum/IMG_20200901_181736.jpg_0_493.jpg
814,stale,fresh,False,banana,orange,False,/Users/jongya/Desktop/data/data/archive/stale_banana/Screen Shot 2018-06-12 at 9.08.00 PM.png
815,fresh,fresh,True,pepper,pepper,True,/Users/jongya/Desktop/data/data/archive/fresh_pepper/naver_0307.jpg
816,fresh,fresh,True,grape,capsicum,False,/Users/jongya/Desktop/data/data/archive/fresh_grape/google_0259.jpg
817,fresh,fresh,True,banana,capsicum,False,/Users/jongya/Desktop/data/data/archive/fresh_banana/naver_0013.jpg
818,fresh,fresh,True,apple,cherryTomato,False,/Users/jongya/Desktop/data/data/archive/fresh_apple/Screen Shot 2018-06-08 at 5.23.51 PM.png
819,stale,fresh,False,orange,banana,False,/Users/jongya/Desktop/data/data/archive/stale_orange/Screen Shot 2018-06-12 at 11.38.13 PM.png
820,fresh,fresh,True,apple,banana,False,/Users/jongya/Desktop/data/data/archive/fresh_apple/Screen Shot 2018-06-08 at 5.23.26 PM.png
821,fresh,fresh,True,strawberry,strawberry,True,/Users/jongya/Desktop/data/data/archive/fresh_strawberry/naver_0029.jpg
822,stale,fresh,False,banana,banana,True,/Users/jongya/Desktop/data/data/archive/stale_banana/Screen Shot 2018-06-12 at 9.07.04 PM.png
823,fresh,fresh,True,mandarin,mandarin,True,/Users/jongya/Desktop/data/data/archive/fresh_mandarin/naver_0152.jpg
824,stale,fresh,False,capsicum,capsicum,True,/Users/jongya/Desktop/data/data/archive/stale_capsicum/IMG_20220607_090939.jpg
825,stale,fresh,False,banana,banana,True,/Users/jongya/Desktop/data/data/archive/stale_banana/naver_0201.jpg
826,fresh,fresh,True,banana,orange,False,/Users/jongya/Desktop/data/data/archive/fresh_banana/Screen Shot 2018-06-12 at 10.06.24 PM.png
827,stale,fresh,False,apple,apple,True,/Users/jongya/Desktop/data/data/archive/stale_apple/Screen Shot 2018-06-07 at 2.37.53 PM.png
828,fresh,fresh,True,strawberry,pepper,False,/Users/jongya/Desktop/data/data/archive/fresh_strawberry/naver_0004.jpg
829,fresh,fresh,True,mandarin,orange,False,/Users/jongya/Desktop/data/data/archive/fresh_mandarin/naver_0006.jpg
830,fresh,fresh,True,grape,grape,True,/Users/jongya/Desktop/data/data/archive/fresh_grape/naver_0278.jpg
831,stale,fresh,False,strawberry,strawberry,True,/Users/jongya/Desktop/data/data/archive/stale_strawberry/google_0514.jpg
832,stale,fresh,False,pepper,capsicum,False,/Users/jongya/Desktop/data/data/archive/stale_pepper/503757_20210802_5_2_b3_1_2_13_1_28.jpg
833,fresh,fresh,True,apple,apple,True,/Users/jongya/Desktop/data/data/archive/fresh_apple/Screen Shot 2018-06-08 at 5.22.58 PM.png
834,fresh,fresh,True,orange,orange,True,/Users/jongya/Desktop/data/data/archive/fresh_orange/Screen Shot 2018-06-12 at 11.59.23 PM.png
835,fresh,fresh,True,strawberry,pepper,False,/Users/jongya/Desktop/data/data/archive/fresh_strawberry/google_0165.jpg
836,fresh,fresh,True,pepper,pepper,True,/Users/jongya/Desktop/data/data/archive/fresh_pepper/google_0024.jpg
837,stale,fresh,False,strawberry,strawberry,True,/Users/jongya/Desktop/data/data/archive/stale_strawberry/google_0019.jpg
838,stale,fresh,False,mandarin,apple,False,/Users/jongya/Desktop/data/data/archive/stale_mandarin/rotten-moldy-orange-1224084.jpg
839,stale,fresh,False,banana,grape,False,/Users/jongya/Desktop/data/data/archive/stale_banana/Screen Shot 2018-06-12 at 9.10.32 PM.png
840,stale,fresh,False,pepper,strawberry,False,/Users/jongya/Desktop/data/data/archive/stale_pepper/google_0088.jpg
841,fresh,fresh,True,mandarin,mandarin,True,/Users/jongya/Desktop/data/data/archive/fresh_mandarin/google_0200.jpg
842,fresh,fresh,True,orange,orange,True,/Users/jongya/Desktop/data/data/archive/fresh_orange/Screen Shot 2018-06-13 at 12.19.43 AM.png
843,fresh,fresh,True,apple,apple,True,/Users/jongya/Desktop/data/data/archive/fresh_apple/Screen Shot 2018-06-08 at 5.10.37 PM.png
844,fresh,fresh,True,pepper,strawberry,False,/Users/jongya/Desktop/data/data/archive/fresh_pepper/google_0252.jpg
845,fresh,fresh,True,grape,grape,True,/Users/jongya/Desktop/data/data/archive/fresh_grape/google_0080.jpg
846,fresh,fresh,True,cherryTomato,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_cherryTomato/Tre_001.jpg
847,stale,fresh,False,broccoli,grape,False,/Users/jongya/Desktop/data/data/archive/stale_broccoli/google_0155.jpg
848,fresh,fresh,True,cherryTomato,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_cherryTomato/Tre_014.jpg
849,fresh,fresh,True,pepper,pepper,True,/Users/jongya/Desktop/data/data/archive/fresh_pepper/naver_0140.jpg
850,fresh,fresh,True,banana,banana,True,/Users/jongya/Desktop/data/data/archive/fresh_banana/naver_0008.jpg
851,fresh,fresh,True,pepper,cherryTomato,False,/Users/jongya/Desktop/data/data/archive/fresh_pepper/google_0226.jpg
852,stale,fresh,False,apple,banana,False,/Users/jongya/Desktop/data/data/archive/stale_apple/Screen Shot 2018-06-08 at 2.42.06 PM.png
853,stale,fresh,False,broccoli,pepper,False,/Users/jongya/Desktop/data/data/archive/stale_broccoli/google_0140.jpg
854,fresh,fresh,True,orange,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_orange/Screen Shot 2018-06-13 at 12.06.15 AM.png
855,stale,fresh,False,strawberry,strawberry,True,/Users/jongya/Desktop/data/data/archive/stale_strawberry/google_0522.jpg
856,fresh,fresh,True,cherryTomato,strawberry,False,/Users/jongya/Desktop/data/data/archive/fresh_cherryTomato/naver_0179.jpg
857,fresh,fresh,True,strawberry,strawberry,True,/Users/jongya/Desktop/data/data/archive/fresh_strawberry/naver_0005.jpg
858,fresh,fresh,True,cherryTomato,pepper,False,/Users/jongya/Desktop/data/data/archive/fresh_cherryTomato/naver_0193.jpg
859,fresh,fresh,True,grape,grape,True,/Users/jongya/Desktop/data/data/archive/fresh_grape/google_0147.jpg
860,stale,fresh,False,apple,banana,False,/Users/jongya/Desktop/data/data/archive/stale_apple/Screen Shot 2018-06-07 at 2.23.02 PM.png
861,fresh,fresh,True,pepper,capsicum,False,/Users/jongya/Desktop/data/data/archive/fresh_pepper/google_0243.jpg
862,fresh,fresh,True,strawberry,strawberry,True,/Users/jongya/Desktop/data/data/archive/fresh_strawberry/naver_0295.jpg
863,stale,fresh,False,strawberry,grape,False,/Users/jongya/Desktop/data/data/archive/stale_strawberry/google_0476.jpg
864,stale,fresh,False,banana,banana,True,/Users/jongya/Desktop/data/data/archive/stale_banana/Screen Shot 2018-06-12 at 8.55.28 PM.png
865,stale,fresh,False,orange,orange,True,/Users/jongya/Desktop/data/data/archive/stale_orange/Screen Shot 2018-06-12 at 11.21.10 PM.png
866,fresh,fresh,True,orange,orange,True,/Users/jongya/Desktop/data/data/archive/fresh_orange/Screen Shot 2018-06-12 at 11.51.13 PM.png
867,stale,fresh,False,orange,apple,False,/Users/jongya/Desktop/data/data/archive/stale_orange/Screen Shot 2018-06-12 at 11.41.22 PM.png
868,stale,fresh,False,strawberry,cherryTomato,False,/Users/jongya/Desktop/data/data/archive/stale_strawberry/google_0028.jpg
869,fresh,fresh,True,pepper,grape,False,/Users/jongya/Desktop/data/data/archive/fresh_pepper/naver_0372.jpg
870,stale,fresh,False,orange,orange,True,/Users/jongya/Desktop/data/data/archive/stale_orange/Screen Shot 2018-06-12 at 11.30.28 PM.png
871,fresh,fresh,True,apple,orange,False,/Users/jongya/Desktop/data/data/archive/fresh_apple/Screen Shot 2018-06-08 at 5.06.23 PM.png
872,stale,fresh,False,strawberry,pepper,False,/Users/jongya/Desktop/data/data/archive/stale_strawberry/google_0042.jpg
873,fresh,fresh,True,grape,capsicum,False,/Users/jongya/Desktop/data/data/archive/fresh_grape/google_0339.jpg
874,fresh,fresh,True,cherryTomato,strawberry,False,/Users/jongya/Desktop/data/data/archive/fresh_cherryTomato/naver_0398.jpg
875,stale,fresh,False,apple,apple,True,/Users/jongya/Desktop/data/data/archive/stale_apple/Screen Shot 2018-06-08 at 2.28.23 PM.png
876,fresh,fresh,True,grape,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_grape/google_0027.jpg
877,fresh,fresh,True,grape,grape,True,/Users/jongya/Desktop/data/data/archive/fresh_grape/google_0165.jpg
878,fresh,fresh,True,mandarin,mandarin,True,/Users/jongya/Desktop/data/data/archive/fresh_mandarin/google_0262.jpg
879,fresh,fresh,True,strawberry,pepper,False,/Users/jongya/Desktop/data/data/archive/fresh_strawberry/naver_0104.jpg
880,stale,fresh,False,apple,orange,False,/Users/jongya/Desktop/data/data/archive/stale_apple/Screen Shot 2018-06-07 at 2.44.36 PM.png
881,stale,fresh,False,banana,grape,False,/Users/jongya/Desktop/data/data/archive/stale_banana/Screen Shot 2018-06-12 at 9.14.01 PM.png
882,stale,fresh,False,strawberry,pepper,False,/Users/jongya/Desktop/data/data/archive/stale_strawberry/google_0099.jpg
883,fresh,fresh,True,grape,grape,True,/Users/jongya/Desktop/data/data/archive/fresh_grape/google_0137.jpg
884,fresh,fresh,True,orange,mandarin,False,/Users/jongya/Desktop/data/data/archive/fresh_orange/Screen Shot 2018-06-13 at 12.15.01 AM.png
885,stale,fresh,False,grape,apple,False,/Users/jongya/Desktop/data/data/archive/stale_grape/google_0378.jpg
886,fresh,fresh,True,apple,apple,True,/Users/jongya/Desktop/data/data/archive/fresh_apple/Screen Shot 2018-06-08 at 5.15.39 PM.png
887,fresh,fresh,True,capsicum,capsicum,True,/Users/jongya/Desktop/data/data/archive/fresh_capsicum/naver_0097.jpg
888,fresh,fresh,True,grape,grape,True,/Users/jongya/Desktop/data/data/archive/fresh_grape/naver_0330.jpg
889,fresh,fresh,True,orange,orange,True,/Users/jongya/Desktop/data/data/archive/fresh_orange/Screen Shot 2018-06-13 at 12.16.54 AM.png
890,fresh,fresh,True,mandarin,mandarin,True,/Users/jongya/Desktop/data/data/archive/fresh_mandarin/naver_0235.jpg
891,fresh,fresh,True,mandarin,mandarin,True,/Users/jongya/Desktop/data/data/archive/fresh_mandarin/naver_0179.jpg
892,stale,fresh,False,apple,orange,False,/Users/jongya/Desktop/data/data/archive/stale_apple/Screen Shot 2018-06-08 at 2.36.43 PM.png
893,fresh,fresh,True,banana,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_banana/Screen Shot 2018-06-12 at 9.55.46 PM.png
894,stale,fresh,False,apple,apple,True,/Users/jongya/Desktop/data/data/archive/stale_apple/Screen Shot 2018-06-08 at 2.25.24 PM.png
895,fresh,fresh,True,grape,grape,True,/Users/jongya/Desktop/data/data/archive/fresh_grape/google_0031.jpg
896,fresh,fresh,True,mandarin,cherryTomato,False,/Users/jongya/Desktop/data/data/archive/fresh_mandarin/naver_0299.jpg
897,stale,fresh,False,pepper,strawberry,False,/Users/jongya/Desktop/data/data/archive/stale_pepper/naver_0000.jpg
898,fresh,fresh,True,grape,grape,True,/Users/jongya/Desktop/data/data/archive/fresh_grape/naver_0325.jpg
899,fresh,fresh,True,capsicum,capsicum,True,/Users/jongya/Desktop/data/data/archive/fresh_capsicum/naver_0017.jpg
900,stale,fresh,False,strawberry,orange,False,/Users/jongya/Desktop/data/data/archive/stale_strawberry/google_0061.jpg
901,fresh,fresh,True,mandarin,mandarin,True,/Users/jongya/Desktop/data/data/archive/fresh_mandarin/naver_0065.jpg
902,fresh,fresh,True,orange,mandarin,False,/Users/jongya/Desktop/data/data/archive/fresh_orange/naver_0033.jpg
903,fresh,fresh,True,pepper,capsicum,False,/Users/jongya/Desktop/data/data/archive/fresh_pepper/naver_0369.jpg
904,fresh,fresh,True,grape,grape,True,/Users/jongya/Desktop/data/data/archive/fresh_grape/google_0073.jpg
905,fresh,fresh,True,mandarin,mandarin,True,/Users/jongya/Desktop/data/data/archive/fresh_mandarin/naver_0145.jpg
906,stale,fresh,False,capsicum,capsicum,True,/Users/jongya/Desktop/data/data/archive/stale_capsicum/IMG_20220601_094300.jpg
907,fresh,fresh,True,pepper,pepper,True,/Users/jongya/Desktop/data/data/archive/fresh_pepper/naver_0451.jpg
908,fresh,fresh,True,strawberry,strawberry,True,/Users/jongya/Desktop/data/data/archive/fresh_strawberry/naver_0093.jpg
909,stale,fresh,False,mandarin,banana,False,/Users/jongya/Desktop/data/data/archive/stale_mandarin/gettyimages-1145263624-1024x1024.jpg
910,fresh,fresh,True,pepper,capsicum,False,/Users/jongya/Desktop/data/data/archive/fresh_pepper/naver_0221.jpg
911,fresh,fresh,True,banana,orange,False,/Users/jongya/Desktop/data/data/archive/fresh_banana/Screen Shot 2018-06-12 at 10.00.30 PM.png
912,fresh,fresh,True,pepper,strawberry,False,/Users/jongya/Desktop/data/data/archive/fresh_pepper/naver_0026.jpg
913,stale,fresh,False,strawberry,cherryTomato,False,/Users/jongya/Desktop/data/data/archive/stale_strawberry/google_0001.jpg
914,fresh,fresh,True,orange,orange,True,/Users/jongya/Desktop/data/data/archive/fresh_orange/Screen Shot 2018-06-13 at 12.14.53 AM.png
915,fresh,fresh,True,strawberry,strawberry,True,/Users/jongya/Desktop/data/data/archive/fresh_strawberry/naver_0351.jpg
916,fresh,fresh,True,grape,grape,True,/Users/jongya/Desktop/data/data/archive/fresh_grape/naver_0235.jpg
917,fresh,fresh,True,orange,mandarin,False,/Users/jongya/Desktop/data/data/archive/fresh_orange/naver_0119.jpg
918,stale,fresh,False,banana,banana,True,/Users/jongya/Desktop/data/data/archive/stale_banana/Screen Shot 2018-06-12 at 8.55.53 PM.png
919,fresh,fresh,True,mandarin,banana,False,/Users/jongya/Desktop/data/data/archive/fresh_mandarin/naver_0125.jpg
920,stale,fresh,False,apple,banana,False,/Users/jongya/Desktop/data/data/archive/stale_apple/Screen Shot 2018-06-08 at 2.39.21 PM.png
921,fresh,fresh,True,mandarin,banana,False,/Users/jongya/Desktop/data/data/archive/fresh_mandarin/naver_0230.jpg
922,fresh,fresh,True,cherryTomato,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_cherryTomato/Tre_007.jpg
923,fresh,fresh,True,orange,strawberry,False,/Users/jongya/Desktop/data/data/archive/fresh_orange/Screen Shot 2018-06-12 at 11.55.37 PM.png
924,stale,fresh,False,orange,apple,False,/Users/jongya/Desktop/data/data/archive/stale_orange/Screen Shot 2018-06-12 at 11.45.28 PM.png
925,fresh,fresh,True,orange,orange,True,/Users/jongya/Desktop/data/data/archive/fresh_orange/Screen Shot 2018-06-12 at 11.51.08 PM(1).png
926,fresh,fresh,True,apple,apple,True,/Users/jongya/Desktop/data/data/archive/fresh_apple/Screen Shot 2018-06-08 at 5.11.52 PM.png
927,fresh,fresh,True,pepper,pepper,True,/Users/jongya/Desktop/data/data/archive/fresh_pepper/naver_0434.png
928,stale,fresh,False,grape,banana,False,/Users/jongya/Desktop/data/data/archive/stale_grape/google_0096.jpg
929,stale,fresh,False,apple,banana,False,/Users/jongya/Desktop/data/data/archive/stale_apple/Screen Shot 2018-06-08 at 2.33.04 PM.png
930,stale,fresh,False,banana,banana,True,/Users/jongya/Desktop/data/data/archive/stale_banana/Screen Shot 2018-06-12 at 9.19.35 PM.png
931,stale,fresh,False,apple,orange,False,/Users/jongya/Desktop/data/data/archive/stale_apple/Screen Shot 2018-06-07 at 3.03.58 PM.png
932,stale,fresh,False,strawberry,banana,False,/Users/jongya/Desktop/data/data/archive/stale_strawberry/google_0131.jpg
933,fresh,fresh,True,mandarin,banana,False,/Users/jongya/Desktop/data/data/archive/fresh_mandarin/naver_0324.jpg
934,stale,fresh,False,broccoli,banana,False,/Users/jongya/Desktop/data/data/archive/stale_broccoli/google_0045.jpg
935,fresh,fresh,True,capsicum,capsicum,True,/Users/jongya/Desktop/data/data/archive/fresh_capsicum/naver_0186.png
936,fresh,fresh,True,broccoli,capsicum,False,/Users/jongya/Desktop/data/data/archive/fresh_broccoli/google_0252.jpg
937,fresh,fresh,True,grape,grape,True,/Users/jongya/Desktop/data/data/archive/fresh_grape/google_0085.jpg
938,stale,fresh,False,orange,orange,True,/Users/jongya/Desktop/data/data/archive/stale_orange/Screen Shot 2018-06-12 at 11.30.41 PM.png
939,stale,fresh,False,apple,apple,True,/Users/jongya/Desktop/data/data/archive/stale_apple/Screen Shot 2018-06-07 at 2.34.36 PM.png
940,fresh,fresh,True,orange,orange,True,/Users/jongya/Desktop/data/data/archive/fresh_orange/Screen Shot 2018-06-13 at 12.17.51 AM.png
941,fresh,fresh,True,pepper,capsicum,False,/Users/jongya/Desktop/data/data/archive/fresh_pepper/naver_0043.jpg
942,stale,fresh,False,cherryTomato,cherryTomato,True,/Users/jongya/Desktop/data/data/archive/stale_cherryTomato/Copy of IMG_20200727_223202.jpg_0_60.jpg
943,fresh,fresh,True,mandarin,mandarin,True,/Users/jongya/Desktop/data/data/archive/fresh_mandarin/naver_0313.jpg
944,fresh,fresh,True,grape,grape,True,/Users/jongya/Desktop/data/data/archive/fresh_grape/google_0035.jpg
945,stale,fresh,False,apple,orange,False,/Users/jongya/Desktop/data/data/archive/stale_apple/Screen Shot 2018-06-07 at 2.42.37 PM.png
946,fresh,fresh,True,banana,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_banana/Screen Shot 2018-06-12 at 9.38.15 PM.png
947,stale,fresh,False,orange,orange,True,/Users/jongya/Desktop/data/data/archive/stale_orange/Screen Shot 2018-06-12 at 11.28.00 PM.png
948,stale,fresh,False,orange,banana,False,/Users/jongya/Desktop/data/data/archive/stale_orange/Screen Shot 2018-06-12 at 11.19.01 PM.png
949,fresh,fresh,True,cherryTomato,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_cherryTomato/Tre_039.jpg
950,fresh,fresh,True,banana,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_banana/Screen Shot 2018-06-12 at 9.57.02 PM.png
951,fresh,fresh,True,pepper,pepper,True,/Users/jongya/Desktop/data/data/archive/fresh_pepper/490233_20211001_5_0_0_1_2_12_0_18.jpg
952,stale,fresh,False,mandarin,pepper,False,/Users/jongya/Desktop/data/data/archive/stale_mandarin/rotten-mandarin-oranges-on-the-landfill-400-207256547.jpg
953,stale,fresh,False,mandarin,apple,False,/Users/jongya/Desktop/data/data/archive/stale_mandarin/Unknown 복사본 4.jpeg
954,stale,fresh,False,orange,cherryTomato,False,/Users/jongya/Desktop/data/data/archive/stale_orange/Screen Shot 2018-06-12 at 11.30.06 PM.png
955,stale,fresh,False,apple,banana,False,/Users/jongya/Desktop/data/data/archive/stale_apple/Screen Shot 2018-06-08 at 2.48.00 PM.png
956,stale,fresh,False,apple,orange,False,/Users/jongya/Desktop/data/data/archive/stale_apple/Screen Shot 2018-06-08 at 2.35.32 PM.png
957,fresh,fresh,True,capsicum,capsicum,True,/Users/jongya/Desktop/data/data/archive/fresh_capsicum/0759.jpg
958,fresh,fresh,True,apple,orange,False,/Users/jongya/Desktop/data/data/archive/fresh_apple/Screen Shot 2018-06-08 at 5.22.48 PM.png
959,fresh,fresh,True,orange,orange,True,/Users/jongya/Desktop/data/data/archive/fresh_orange/Screen Shot 2018-06-13 at 12.03.01 AM.png
960,fresh,fresh,True,capsicum,capsicum,True,/Users/jongya/Desktop/data/data/archive/fresh_capsicum/naver_0157.jpg
961,stale,fresh,False,orange,orange,True,/Users/jongya/Desktop/data/data/archive/stale_orange/Screen Shot 2018-06-12 at 11.26.36 PM.png
962,stale,fresh,False,broccoli,capsicum,False,/Users/jongya/Desktop/data/data/archive/stale_broccoli/google_0036.jpg
963,stale,fresh,False,strawberry,grape,False,/Users/jongya/Desktop/data/data/archive/stale_strawberry/google_0468.jpg
964,fresh,fresh,True,banana,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_banana/Screen Shot 2018-06-12 at 9.42.18 PM.png
