"행정구역","2022년08월_총인구수","2022년08월_세대수","2022년08월_세대당 인구","2022년08월_남자 인구수","2022년08월_여자 인구수","2022년08월_남여 비율"
"경기도 파주시 교하동(4148054000)","58,090","23,443","          2.48","29,359","28,731","          1.02"
"경기도 파주시 운정1동(4148055000)","52,320","21,466","          2.44","25,715","26,605","          0.97"
"경기도 파주시 운정2동(4148056000)","62,751","24,110","          2.60","30,575","32,176","          0.95"
"경기도 파주시 운정3동(4148057000)","86,874","34,639","          2.51","42,281","44,593","          0.95"
"경기도 이천시 (4150000000)","224,616","104,066","          2.16","116,895","107,721","          1.09"
"경기도 이천시 장호원읍(4150025000)","14,385","6,690","          2.15","7,265","7,120","          1.02"
"경기도 이천시 부발읍(4150025300)","36,054","16,000","          2.25","19,202","16,852","          1.14"
"경기도 이천시 신둔면(4150031000)","14,224","6,784","          2.10","7,456","6,768","          1.10"
"경기도 이천시 백사면(4150032000)","11,486","5,130","          2.24","5,859","5,627","          1.04"
"경기도 이천시 호법면(4150033000)","6,572","3,710","          1.77","3,605","2,967","          1.22"
"경기도 이천시 마장면(4150034000)","16,524","8,799","          1.88","8,982","7,542","          1.19"
"경기도 이천시 대월면(4150035000)","14,473","7,713","          1.88","7,391","7,082","          1.04"
"경기도 이천시 모가면(4150036000)","4,345","2,314","          1.88","2,329","2,016","          1.16"
"경기도 이천시 설성면(4150037000)","4,682","2,537","          1.85","2,496","2,186","          1.14"
"경기도 이천시 율면(4150038000)","2,623","1,460","          1.80","1,360","1,263","          1.08"
"경기도 이천시 창전동(4150051000)","16,715","8,551","          1.95","8,470","8,245","          1.03"
"경기도 이천시 증포동(4150051500)","57,226","20,879","          2.74","28,525","28,701","          0.99"
"경기도 이천시 중리동(4150052000)","15,155","8,498","          1.78","8,720","6,435","          1.36"
"경기도 이천시 관고동(4150053000)","10,152","5,001","          2.03","5,235","4,917","          1.06"
"경기도 안성시 (4155000000)","190,126","90,235","          2.11","98,161","91,965","          1.07"
"경기도 안성시 공도읍(4155025000)","60,027","25,991","          2.31","30,266","29,761","          1.02"
"경기도 안성시 보개면(4155031000)","5,274","2,659","          1.98","2,795","2,479","          1.13"
"경기도 안성시 금광면(4155032000)","7,323","3,618","          2.02","3,653","3,670","          1.00"
"경기도 안성시 서운면(4155033000)","3,231","1,665","          1.94","1,711","1,520","          1.13"
"경기도 안성시 미양면(4155034000)","5,762","3,027","          1.90","3,141","2,621","          1.20"
"경기도 안성시 대덕면(4155035000)","15,562","8,552","          1.82","8,804","6,758","          1.30"
"경기도 안성시 양성면(4155036000)","5,194","2,697","          1.93","2,712","2,482","          1.09"
"경기도 안성시 원곡면(4155038000)","6,637","3,555","          1.87","3,689","2,948","          1.25"
"경기도 안성시 일죽면(4155039000)","7,603","3,917","          1.94","3,992","3,611","          1.11"
"경기도 안성시 죽산면(4155040000)","7,015","3,949","          1.78","3,736","3,279","          1.14"
"경기도 안성시 삼죽면(4155041000)","3,966","2,122","          1.87","2,006","1,960","          1.02"
"경기도 안성시 고삼면(4155042000)","1,938","1,053","          1.84","1,033","905","          1.14"
"경기도 안성시 안성1동(4155051000)","12,184","5,827","          2.09","6,106","6,078","          1.00"
"경기도 안성시 안성2동(4155052000)","26,152","12,199","          2.14","13,320","12,832","          1.04"
"경기도 안성시 안성3동(4155053000)","22,258","9,404","          2.37","11,197","11,061","          1.01"
"경기도 김포시 (4157000000)","484,310","201,830","          2.40","242,154","242,156","          1.00"
"경기도 김포시 통진읍(4157025000)","29,637","15,337","          1.93","15,811","13,826","          1.14"
"경기도 김포시 고촌읍(4157025300)","47,962","18,398","          2.61","23,854","24,108","          0.99"
"경기도 김포시 양촌읍(4157025600)","29,713","14,874","          2.00","15,609","14,104","          1.11"
"경기도 김포시 대곶면(4157034000)","9,994","5,675","          1.76","5,843","4,151","          1.41"
"경기도 김포시 월곶면(4157035000)","5,424","3,154","          1.72","2,989","2,435","          1.23"
"경기도 김포시 하성면(4157036000)","8,152","4,215","          1.93","4,437","3,715","          1.19"
"경기도 김포시 김포본동(4157051500)","59,769","22,772","          2.62","29,394","30,375","          0.97"
"경기도 김포시 장기본동(4157052500)","38,395","13,535","          2.84","18,746","19,649","          0.95"
"경기도 김포시 사우동(4157054000)","22,296","9,857","          2.26","11,178","11,118","          1.01"
"경기도 김포시 풍무동(4157055000)","60,927","23,547","          2.59","29,648","31,279","          0.95"
"경기도 김포시 장기동(4157056000)","41,313","16,166","          2.56","20,197","21,116","          0.96"
"경기도 김포시 구래동(4157057000)","45,349","20,444","          2.22","22,533","22,816","          0.99"
"경기도 김포시 마산동(4157057500)","36,000","15,223","          2.36","17,811","18,189","          0.98"
"경기도 김포시 운양동(4157058000)","49,379","18,633","          2.65","24,104","25,275","          0.95"
"경기도 화성시 (4159000000)","899,334","382,231","          2.35","467,557","431,777","          1.08"
"경기도 화성시 봉담읍(4159025300)","86,664","36,272","          2.39","43,976","42,688","          1.03"
"경기도 화성시 우정읍(4159025600)","17,619","9,300","          1.89","9,688","7,931","          1.22"
"경기도 화성시 향남읍(4159025900)","87,690","40,204","          2.18","47,054","40,636","          1.16"
"경기도 화성시 남양읍(4159026200)","43,938","21,670","          2.03","24,006","19,932","          1.20"
"경기도 화성시 매송면(4159031000)","6,939","3,568","          1.94","3,685","3,254","          1.13"
"경기도 화성시 비봉면(4159032000)","6,908","3,872","          1.78","3,916","2,992","          1.31"
"경기도 화성시 마도면(4159033000)","7,115","4,203","          1.69","4,292","2,823","          1.52"
"경기도 화성시 송산면(4159034000)","11,110","5,772","          1.92","6,094","5,016","          1.21"
"경기도 화성시 서신면(4159035000)","7,280","4,079","          1.78","4,036","3,244","          1.24"
"경기도 화성시 팔탄면(4159036000)","10,094","6,399","          1.58","6,143","3,951","          1.55"
"경기도 화성시 장안면(4159037000)","10,348","5,827","          1.78","6,014","4,334","          1.39"
"경기도 화성시 양감면(4159040000)","4,064","2,502","          1.62","2,514","1,550","          1.62"
"경기도 화성시 정남면(4159041000)","11,434","6,411","          1.78","6,664","4,770","          1.40"
"경기도 화성시 새솔동(4159051500)","25,160","8,401","          2.99","12,605","12,555","          1.00"
"경기도 화성시 진안동(4159052000)","43,888","21,215","          2.07","23,984","19,904","          1.20"
"경기도 화성시 병점1동(4159053000)","37,008","15,834","          2.34","19,066","17,942","          1.06"
"경기도 화성시 병점2동(4159054000)","23,552","8,758","          2.69","11,484","12,068","          0.95"
"경기도 화성시 반월동(4159055000)","31,361","10,928","          2.87","15,859","15,502","          1.02"
"경기도 화성시 기배동(4159056000)","16,116","6,016","          2.68","8,194","7,922","          1.03"
"경기도 화성시 화산동(4159057000)","23,007","10,370","          2.22","12,139","10,868","          1.12"
"경기도 화성시 동탄1동(4159058500)","50,973","21,015","          2.43","26,407","24,566","          1.07"
"경기도 화성시 동탄2동(4159058600)","34,850","11,782","          2.96","17,146","17,704","          0.97"
"경기도 화성시 동탄3동(4159058700)","41,811","17,553","          2.38","21,587","20,224","          1.07"
"경기도 화성시 동탄4동(4159058800)","52,844","16,603","          3.18","26,217","26,627","          0.98"
"경기도 화성시 동탄5동(4159059000)","46,389","20,574","          2.25","23,216","23,173","          1.00"
"경기도 화성시 동탄6동(4159060000)","40,978","17,751","          2.31","21,159","19,819","          1.07"
"경기도 화성시 동탄7동(4159061000)","87,102","32,901","          2.65","43,725","43,377","          1.01"
"경기도 화성시 동탄8동(4159062000)","33,092","12,451","          2.66","16,687","16,405","          1.02"
"경기도 화성시동부출장소 (4159200000)","0","0","          0.00","0","0","          0.00"
"경기도 화성시동탄출장소 (4159400000)","0","0","          0.00","0","0","          0.00"
"경기도 광주시 (4161000000)","391,131","170,500","          2.29","199,571","191,560","          1.04"
"경기도 광주시 오포읍(4161025000)","114,634","49,929","          2.30","57,798","56,836","          1.02"
"경기도 광주시 초월읍(4161025300)","48,788","21,381","          2.28","25,314","23,474","          1.08"
"경기도 광주시 곤지암읍(4161025900)","22,785","11,475","          1.99","12,179","10,606","          1.15"
"경기도 광주시 도척면(4161033000)","9,508","5,102","          1.86","5,231","4,277","          1.22"
"경기도 광주시 퇴촌면(4161034000)","15,896","7,589","          2.09","8,080","7,816","          1.03"
"경기도 광주시 남종면(4161035000)","1,484","821","          1.81","785","699","          1.12"
"경기도 광주시 남한산성면(4161037000)","2,442","1,219","          2.00","1,281","1,161","          1.10"
"경기도 광주시 경안동(4161051000)","29,557","13,466","          2.19","15,178","14,379","          1.06"
"경기도 광주시 송정동(4161052000)","21,740","9,694","          2.24","11,011","10,729","          1.03"
"경기도 광주시 쌍령동(4161054000)","18,210","7,172","          2.54","9,099","9,111","          1.00"
"경기도 광주시 탄벌동(4161055000)","38,526","16,265","          2.37","19,545","18,981","          1.03"
"경기도 광주시 광남1동(4161056000)","34,088","14,742","          2.31","17,474","16,614","          1.05"
"경기도 광주시 광남2동(4161057000)","33,473","11,645","          2.87","16,596","16,877","          0.98"
"경기도 양주시 (4163000000)","238,734","104,307","          2.29","120,947","117,787","          1.03"
"경기도 양주시 백석읍(4163025000)","26,077","11,805","          2.21","13,219","12,858","          1.03"
"경기도 양주시 은현면(4163031000)","5,731","3,168","          1.81","3,255","2,476","          1.31"
"경기도 양주시 남면(4163032000)","6,796","3,865","          1.76","3,816","2,980","          1.28"
"경기도 양주시 광적면(4163033000)","11,738","6,028","          1.95","6,366","5,372","          1.19"
"경기도 양주시 장흥면(4163034000)","11,038","5,715","          1.93","5,654","5,384","          1.05"
"경기도 양주시 양주1동(4163051000)","5,066","2,652","          1.91","2,652","2,414","          1.10"
"경기도 양주시 양주2동(4163052000)","50,291","19,816","          2.54","24,640","25,651","          0.96"
"경기도 양주시 회천1동(4163053000)","9,605","4,742","          2.03","5,104","4,501","          1.13"
"경기도 양주시 회천2동(4163054000)","26,962","11,758","          2.29","13,632","13,330","          1.02"
"경기도 양주시 회천3동(4163055000)","27,026","11,041","          2.45","13,375","13,651","          0.98"
"경기도 양주시 회천4동(4163056000)","58,404","23,717","          2.46","29,234","29,170","          1.00"
"경기도 포천시 (4165000000)","147,735","73,752","          2.00","78,294","69,441","          1.13"
"경기도 포천시 소흘읍(4165025000)","45,064","19,855","          2.27","22,987","22,077","          1.04"
"경기도 포천시 군내면(4165031000)","8,549","4,335","          1.97","4,611","3,938","          1.17"
"경기도 포천시 내촌면(4165032000)","4,492","2,634","          1.71","2,627","1,865","          1.41"
"경기도 포천시 가산면(4165033000)","7,502","4,295","          1.75","4,407","3,095","          1.42"
"경기도 포천시 신북면(4165034000)","12,417","6,550","          1.90","6,847","5,570","          1.23"
"경기도 포천시 창수면(4165035000)","2,096","1,181","          1.77","1,177","919","          1.28"
"경기도 포천시 영중면(4165036000)","4,741","2,674","          1.77","2,551","2,190","          1.16"
"경기도 포천시 일동면(4165037000)","9,385","5,017","          1.87","4,922","4,463","          1.10"
"경기도 포천시 이동면(4165038000)","6,146","3,347","          1.84","3,364","2,782","          1.21"
"경기도 포천시 영북면(4165039000)","8,142","4,401","          1.85","4,396","3,746","          1.17"
"경기도 포천시 관인면(4165040000)","2,651","1,486","          1.78","1,377","1,274","          1.08"
"경기도 포천시 화현면(4165041000)","2,717","1,453","          1.87","1,444","1,273","          1.13"
"경기도 포천시 포천동(4165051000)","18,913","8,885","          2.13","9,537","9,376","          1.02"
"경기도 포천시 선단동(4165052000)","14,920","7,639","          1.95","8,047","6,873","          1.17"
"경기도 여주시 (4167000000)","112,800","53,545","          2.11","57,360","55,440","          1.03"
"경기도 여주시 가남읍(4167025000)","14,963","7,487","          2.00","7,767","7,196","          1.08"
"경기도 여주시 점동면(4167031000)","4,812","2,321","          2.07","2,480","2,332","          1.06"
"경기도 여주시 흥천면(4167032000)","5,119","2,544","          2.01","2,680","2,439","          1.10"
"경기도 여주시 금사면(4167033000)","2,960","1,616","          1.83","1,529","1,431","          1.07"
"경기도 여주시 세종대왕면(4167034500)","6,162","3,089","          1.99","3,192","2,970","          1.07"
"경기도 여주시 대신면(4167035000)","6,894","3,682","          1.87","3,594","3,300","          1.09"
"경기도 여주시 북내면(4167036000)","4,848","2,441","          1.99","2,542","2,306","          1.10"
"경기도 여주시 강천면(4167037000)","4,332","2,312","          1.87","2,251","2,081","          1.08"
"경기도 여주시 산북면(4167038000)","2,612","1,251","          2.09","1,321","1,291","          1.02"
"경기도 여주시 여흥동(4167051000)","21,488","10,276","          2.09","10,757","10,731","          1.00"
"경기도 여주시 중앙동(4167052000)","19,922","8,524","          2.34","9,974","9,948","          1.00"
"경기도 여주시 오학동(4167053000)","18,688","8,002","          2.34","9,273","9,415","          0.98"
"경기도 연천군 (4180000000)","42,542","22,105","          1.92","22,343","20,199","          1.11"
"경기도 연천군 연천읍(4180025000)","7,513","3,934","          1.91","4,066","3,447","          1.18"
"경기도 연천군 전곡읍(4180025300)","18,849","8,917","          2.11","9,635","9,214","          1.05"
"경기도 연천군 군남면(4180031000)","3,121","1,718","          1.82","1,657","1,464","          1.13"
"경기도 연천군 청산면(4180032000)","4,244","2,529","          1.68","2,276","1,968","          1.16"
"경기도 연천군 백학면(4180033000)","2,530","1,371","          1.85","1,352","1,178","          1.15"
"경기도 연천군 미산면(4180034000)","1,718","981","          1.75","928","790","          1.17"
"경기도 연천군 왕징면(4180035000)","1,005","575","          1.75","551","454","          1.21"
"경기도 연천군 신서면(4180036000)","2,657","1,600","          1.66","1,405","1,252","          1.12"
"경기도 연천군 중면(4180037000)","186","107","          1.74","111","75","          1.48"
"경기도 연천군 장남면(4180038000)","719","373","          1.93","362","357","          1.01"
"경기도 가평군 (4182000000)","62,382","32,134","          1.94","32,191","30,191","          1.07"
"경기도 가평군 가평읍(4182025000)","19,542","9,512","          2.05","9,950","9,592","          1.04"
"경기도 가평군 설악면(4182031000)","9,672","5,271","          1.83","4,974","4,698","          1.06"
"경기도 가평군 청평면(4182032500)","13,920","7,397","          1.88","7,109","6,811","          1.04"
"경기도 가평군 상면(4182033000)","5,712","3,245","          1.76","3,034","2,678","          1.13"
"경기도 가평군 조종면(4182034500)","9,686","4,435","          2.18","5,139","4,547","          1.13"
"경기도 가평군 북면(4182035000)","3,850","2,274","          1.69","1,985","1,865","          1.06"
"경기도 양평군 (4183000000)","122,914","59,770","          2.06","61,890","61,024","          1.01"
"경기도 양평군 양평읍(4183025000)","32,117","14,480","          2.22","16,094","16,023","          1.00"
"경기도 양평군 강상면(4183031000)","10,313","4,746","          2.17","5,137","5,176","          0.99"
"경기도 양평군 강하면(4183032000)","4,886","2,641","          1.85","2,458","2,428","          1.01"
"경기도 양평군 양서면(4183033000)","14,225","6,769","          2.10","7,184","7,041","          1.02"
"경기도 양평군 옥천면(4183034000)","8,273","4,226","          1.96","4,204","4,069","          1.03"
"경기도 양평군 서종면(4183035000)","10,070","5,157","          1.95","4,998","5,072","          0.99"
"경기도 양평군 단월면(4183036000)","3,869","2,107","          1.84","1,988","1,881","          1.06"
"경기도 양평군 청운면(4183037000)","3,816","2,157","          1.77","1,973","1,843","          1.07"
"경기도 양평군 양동면(4183038000)","4,627","2,414","          1.92","2,332","2,295","          1.02"
"경기도 양평군 지평면(4183039500)","7,029","3,771","          1.86","3,553","3,476","          1.02"
"경기도 양평군 용문면(4183040000)","18,439","8,602","          2.14","9,322","9,117","          1.02"
"경기도 양평군 개군면(4183041000)","5,250","2,700","          1.94","2,647","2,603","          1.02"
"강원도  (4200000000)","1,538,801","755,162","          2.04","774,193","764,608","          1.01"
"강원도 춘천시 (4211000000)","286,352","133,109","          2.15","141,349","145,003","          0.97"
"강원도 춘천시 신북읍(4211025000)","7,426","3,647","          2.04","3,726","3,700","          1.01"
"강원도 춘천시 동면(4211031000)","19,338","7,998","          2.42","9,576","9,762","          0.98"
"강원도 춘천시 동산면(4211032000)","1,466","808","          1.81","788","678","          1.16"
"강원도 춘천시 신동면(4211033000)","2,601","1,213","          2.14","1,339","1,262","          1.06"
"강원도 춘천시 남면(4211034000)","1,082","664","          1.63","584","498","          1.17"
"강원도 춘천시 서면(4211035000)","3,717","1,947","          1.91","1,917","1,800","          1.07"
"강원도 춘천시 사북면(4211036000)","2,477","1,454","          1.70","1,234","1,243","          0.99"
"강원도 춘천시 북산면(4211038000)","970","631","          1.54","539","431","          1.25"
"강원도 춘천시 동내면(4211039000)","16,898","7,788","          2.17","8,427","8,471","          0.99"
"강원도 춘천시 남산면(4211040000)","3,433","1,993","          1.72","1,812","1,621","          1.12"
"강원도 춘천시 교동(4211052000)","3,571","2,394","          1.49","1,853","1,718","          1.08"
"강원도 춘천시 조운동(4211053000)","2,603","1,586","          1.64","1,271","1,332","          0.95"
"강원도 춘천시 약사명동(4211054500)","4,442","2,056","          2.16","2,131","2,311","          0.92"
"강원도 춘천시 근화동(4211057000)","8,440","4,183","          2.02","4,231","4,209","          1.01"
"강원도 춘천시 소양동(4211058000)","9,030","4,135","          2.18","4,435","4,595","          0.97"
"강원도 춘천시 후평1동(4211060000)","11,247","6,157","          1.83","5,616","5,631","          1.00"
"강원도 춘천시 후평2동(4211061000)","14,341","6,382","          2.25","6,805","7,536","          0.90"
"강원도 춘천시 후평3동(4211061100)","20,416","9,093","          2.25","9,700","10,716","          0.91"
"강원도 춘천시 효자1동(4211062000)","4,329","1,952","          2.22","2,160","2,169","          1.00"
"강원도 춘천시 효자2동(4211063000)","11,951","7,791","          1.53","6,303","5,648","          1.12"
"강원도 춘천시 효자3동(4211064000)","4,403","2,737","          1.61","2,205","2,198","          1.00"
"강원도 춘천시 석사동(4211065000)","34,033","15,057","          2.26","16,769","17,264","          0.97"
"강원도 춘천시 퇴계동(4211066000)","47,958","20,020","          2.40","23,092","24,866","          0.93"
"강원도 춘천시 강남동(4211067500)","25,322","10,804","          2.34","12,365","12,957","          0.95"
"강원도 춘천시 신사우동(4211070500)","24,858","10,619","          2.34","12,471","12,387","          1.01"
"강원도 원주시 (4213000000)","360,051","168,161","          2.14","178,471","181,580","          0.98"
"강원도 원주시 문막읍(4213025000)","18,101","9,088","          1.99","9,233","8,868","          1.04"
"강원도 원주시 소초면(4213031000)","8,444","4,464","          1.89","4,519","3,925","          1.15"
"강원도 원주시 호저면(4213032000)","3,640","1,915","          1.90","1,911","1,729","          1.11"
"강원도 원주시 지정면(4213033000)","29,113","11,728","          2.48","14,340","14,773","          0.97"
"강원도 원주시 부론면(4213035000)","2,229","1,305","          1.71","1,130","1,099","          1.03"
"강원도 원주시 귀래면(4213036000)","2,185","1,218","          1.79","1,123","1,062","          1.06"
"강원도 원주시 흥업면(4213037000)","9,381","5,243","          1.79","4,980","4,401","          1.13"
"강원도 원주시 판부면(4213038000)","7,305","3,833","          1.91","3,878","3,427","          1.13"
"강원도 원주시 신림면(4213039000)","3,557","2,004","          1.77","1,821","1,736","          1.05"
"강원도 원주시 중앙동(4213051500)","2,484","1,620","          1.53","1,313","1,171","          1.12"
"강원도 원주시 원인동(4213052000)","4,252","2,332","          1.82","2,007","2,245","          0.89"
"강원도 원주시 개운동(4213053000)","12,656","5,891","          2.15","6,048","6,608","          0.92"
"강원도 원주시 명륜1동(4213054100)","8,198","3,698","          2.22","3,927","4,271","          0.92"
"강원도 원주시 명륜2동(4213054200)","17,987","8,671","          2.07","8,674","9,313","          0.93"
"강원도 원주시 단구동(4213055000)","44,005","19,892","          2.21","21,608","22,397","          0.96"
"강원도 원주시 일산동(4213056000)","8,505","4,569","          1.86","4,089","4,416","          0.93"
"강원도 원주시 학성동(4213057500)","4,564","2,447","          1.87","2,247","2,317","          0.97"
"강원도 원주시 단계동(4213059000)","28,657","13,303","          2.15","13,943","14,714","          0.95"
"강원도 원주시 우산동(4213060000)","13,494","6,677","          2.02","7,142","6,352","          1.12"
"강원도 원주시 태장1동(4213061000)","10,218","4,878","          2.09","5,101","5,117","          1.00"
"강원도 원주시 태장2동(4213062000)","24,683","11,456","          2.15","12,338","12,345","          1.00"
"강원도 원주시 봉산동(4213063500)","7,740","3,823","          2.02","3,825","3,915","          0.98"
"강원도 원주시 행구동(4213065000)","8,845","3,578","          2.47","4,366","4,479","          0.97"
"강원도 원주시 무실동(4213066000)","35,167","15,429","          2.28","17,184","17,983","          0.96"
"강원도 원주시 반곡관설동(4213067500)","44,641","19,099","          2.34","21,724","22,917","          0.95"
"강원도 강릉시 (4215000000)","212,099","103,457","          2.05","105,222","106,877","          0.98"
"강원도 강릉시 주문진읍(4215025000)","16,595","9,218","          1.80","8,086","8,509","          0.95"
"강원도 강릉시 성산면(4215031000)","3,481","1,752","          1.99","1,778","1,703","          1.04"
"강원도 강릉시 왕산면(4215032000)","1,572","900","          1.75","839","733","          1.14"
"강원도 강릉시 구정면(4215033000)","4,268","2,041","          2.09","2,170","2,098","          1.03"
"강원도 강릉시 강동면(4215034000)","4,121","2,248","          1.83","2,178","1,943","          1.12"
"강원도 강릉시 옥계면(4215035000)","3,440","1,940","          1.77","1,763","1,677","          1.05"
"강원도 강릉시 사천면(4215036000)","4,738","2,492","          1.90","2,428","2,310","          1.05"
"강원도 강릉시 연곡면(4215037000)","6,303","3,292","          1.91","3,183","3,120","          1.02"
"강원도 강릉시 홍제동(4215051000)","15,039","7,081","          2.12","7,348","7,691","          0.96"
"강원도 강릉시 중앙동(4215052000)","4,726","2,810","          1.68","2,259","2,467","          0.92"
"강원도 강릉시 옥천동(4215054000)","3,313","2,035","          1.63","1,713","1,600","          1.07"
"강원도 강릉시 교1동(4215055000)","25,614","11,867","          2.16","12,486","13,128","          0.95"
"강원도 강릉시 교2동(4215056000)","7,660","3,853","          1.99","3,806","3,854","          0.99"
"강원도 강릉시 포남1동(4215057100)","10,525","5,479","          1.92","5,146","5,379","          0.96"
"강원도 강릉시 포남2동(4215057200)","12,694","6,571","          1.93","6,211","6,483","          0.96"
"강원도 강릉시 초당동(4215058000)","4,665","2,352","          1.98","2,260","2,405","          0.94"
"강원도 강릉시 송정동(4215059000)","9,931","4,153","          2.39","4,773","5,158","          0.93"
"강원도 강릉시 내곡동(4215060000)","16,622","7,882","          2.11","8,385","8,237","          1.02"
"강원도 강릉시 강남동(4215061500)","17,612","8,336","          2.11","8,845","8,767","          1.01"
"강원도 강릉시 성덕동(4215064500)","27,875","11,976","          2.33","13,800","14,075","          0.98"
"강원도 강릉시 경포동(4215066500)","11,305","5,179","          2.18","5,765","5,540","          1.04"
"강원도 동해시 (4217000000)","89,699","43,305","          2.07","45,612","44,087","          1.03"
"강원도 동해시 천곡동(4217051000)","30,561","13,966","          2.19","15,186","15,375","          0.99"
"강원도 동해시 송정동(4217052000)","3,659","2,170","          1.69","2,013","1,646","          1.22"
"강원도 동해시 북삼동(4217053000)","19,737","8,807","          2.24","10,275","9,462","          1.09"
"강원도 동해시 부곡동(4217054000)","4,898","2,611","          1.88","2,390","2,508","          0.95"
"강원도 동해시 동호동(4217055000)","5,050","2,599","          1.94","2,538","2,512","          1.01"
"강원도 동해시 발한동(4217057000)","3,265","1,948","          1.68","1,655","1,610","          1.03"
"강원도 동해시 묵호동(4217059000)","2,982","1,786","          1.67","1,482","1,500","          0.99"
"강원도 동해시 북평동(4217060000)","13,397","6,071","          2.21","6,900","6,497","          1.06"
"강원도 동해시 망상동(4217063000)","3,417","1,822","          1.88","1,736","1,681","          1.03"
"강원도 동해시 삼화동(4217065000)","2,733","1,525","          1.79","1,437","1,296","          1.11"
"강원도 태백시 (4219000000)","39,940","20,591","          1.94","20,184","19,756","          1.02"
"강원도 태백시 황지동(4219051500)","5,953","2,875","          2.07","2,940","3,013","          0.98"
"강원도 태백시 황연동(4219052500)","4,169","2,344","          1.78","2,115","2,054","          1.03"
"강원도 태백시 삼수동(4219053500)","5,560","2,884","          1.93","2,844","2,716","          1.05"
"강원도 태백시 상장동(4219054000)","12,826","5,991","          2.14","6,462","6,364","          1.02"
"강원도 태백시 문곡소도동(4219058500)","3,756","2,035","          1.85","1,888","1,868","          1.01"
"강원도 태백시 장성동(4219059500)","3,280","1,740","          1.89","1,624","1,656","          0.98"
"강원도 태백시 구문소동(4219060500)","2,424","1,471","          1.65","1,273","1,151","          1.11"
"강원도 태백시 철암동(4219061500)","1,972","1,251","          1.58","1,038","934","          1.11"
"강원도 속초시 (4221000000)","82,974","41,209","          2.01","41,131","41,843","          0.98"
"강원도 속초시 영랑동(4221051000)","4,363","2,477","          1.76","2,277","2,086","          1.09"
"강원도 속초시 동명동(4221052000)","3,450","1,863","          1.85","1,737","1,713","          1.01"
"강원도 속초시 금호동(4221054000)","6,020","3,192","          1.89","2,970","3,050","          0.97"
"강원도 속초시 교동(4221056000)","9,459","4,916","          1.92","4,649","4,810","          0.97"
"강원도 속초시 노학동(4221057000)","21,719","10,717","          2.03","10,834","10,885","          1.00"
"강원도 속초시 조양동(4221058000)","29,886","13,485","          2.22","14,555","15,331","          0.95"
"강원도 속초시 청호동(4221059000)","4,977","2,768","          1.80","2,503","2,474","          1.01"
"강원도 속초시 대포동(4221060000)","3,100","1,791","          1.73","1,606","1,494","          1.07"
"강원도 삼척시 (4223000000)","63,760","33,840","          1.88","32,285","31,475","          1.03"
"강원도 삼척시 도계읍(4223025000)","9,567","6,022","          1.59","4,789","4,778","          1.00"
"강원도 삼척시 원덕읍(4223025300)","3,211","2,093","          1.53","1,697","1,514","          1.12"
"강원도 삼척시 원덕읍임원출장소(4223025400)","1,666","1,002","          1.66","837","829","          1.01"
"강원도 삼척시 근덕면(4223031000)","4,986","3,084","          1.62","2,567","2,419","          1.06"
"강원도 삼척시 하장면(4223032000)","1,278","726","          1.76","695","583","          1.19"
"강원도 삼척시 노곡면(4223033000)","709","439","          1.62","388","321","          1.21"
"강원도 삼척시 미로면(4223034000)","1,802","1,048","          1.72","935","867","          1.08"
"강원도 삼척시 가곡면(4223035000)","668","418","          1.60","342","326","          1.05"
"강원도 삼척시 신기면(4223036000)","661","415","          1.59","358","303","          1.18"
"강원도 삼척시 남양동(4223051000)","7,156","3,876","          1.85","3,517","3,639","          0.97"
"강원도 삼척시 교동(4223053000)","15,765","6,663","          2.37","8,029","7,736","          1.04"
"강원도 삼척시 정라동(4223054000)","8,571","4,343","          1.97","4,342","4,229","          1.03"
"강원도 삼척시 성내동(4223057000)","7,720","3,711","          2.08","3,789","3,931","          0.96"
"강원도 홍천군 (4272000000)","67,789","34,373","          1.97","34,835","32,954","          1.06"
"강원도 홍천군 홍천읍(4272025000)","33,586","15,570","          2.16","16,928","16,658","          1.02"
"강원도 홍천군 화촌면(4272031000)","4,470","2,543","          1.76","2,374","2,096","          1.13"
"강원도 홍천군 두촌면(4272032000)","2,428","1,357","          1.79","1,212","1,216","          1.00"
"강원도 홍천군 내촌면(4272033000)","2,417","1,384","          1.75","1,259","1,158","          1.09"
"강원도 홍천군 서석면(4272034000)","3,700","1,917","          1.93","1,900","1,800","          1.06"
"강원도 홍천군 영귀미면(4272035200)","4,142","2,188","          1.89","2,144","1,998","          1.07"
"강원도 홍천군 남면(4272036000)","6,095","3,290","          1.85","3,260","2,835","          1.15"
"강원도 홍천군 서면(4272037000)","3,817","2,310","          1.65","1,999","1,818","          1.10"
"강원도 홍천군 북방면(4272038000)","4,019","2,117","          1.90","2,097","1,922","          1.09"
"강원도 홍천군 내면(4272039000)","3,115","1,697","          1.84","1,662","1,453","          1.14"
"강원도 횡성군 (4273000000)","46,543","23,791","          1.96","23,894","22,649","          1.05"
"강원도 횡성군 횡성읍(4273025000)","20,996","9,603","          2.19","10,580","10,416","          1.02"
"강원도 횡성군 우천면(4273031000)","4,424","2,433","          1.82","2,329","2,095","          1.11"
"강원도 횡성군 안흥면(4273032000)","3,149","1,581","          1.99","1,634","1,515","          1.08"
"강원도 횡성군 둔내면(4273033000)","5,890","3,178","          1.85","3,066","2,824","          1.09"
"강원도 횡성군 갑천면(4273034000)","2,437","1,472","          1.66","1,252","1,185","          1.06"
