,신선도,신선도예측,신선도 정답 여부,종류,종류예측,종류 정답 여부,파일명
749,fresh,fresh,True,banana,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_banana/Screen Shot 2018-06-12 at 9.41.43 PM.png
750,fresh,fresh,True,strawberry,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_strawberry/naver_0298.jpg
751,fresh,fresh,True,mandarin,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_mandarin/naver_0132.jpg
752,stale,fresh,False,mandarin,apple,False,/Users/jongya/Desktop/data/data/archive/stale_mandarin/istockphoto-1083252366-1024x1024.jpg
753,fresh,fresh,True,grape,broccoli,False,/Users/jongya/Desktop/data/data/archive/fresh_grape/google_0322.jpg
754,fresh,fresh,True,pepper,broccoli,False,/Users/jongya/Desktop/data/data/archive/fresh_pepper/naver_0011.jpg
755,stale,fresh,False,mandarin,apple,False,/Users/jongya/Desktop/data/data/archive/stale_mandarin/1302840328.jpg
756,fresh,fresh,True,pepper,broccoli,False,/Users/jongya/Desktop/data/data/archive/fresh_pepper/naver_0078.jpg
757,fresh,fresh,True,orange,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_orange/Screen Shot 2018-06-12 at 11.52.51 PM.png
758,stale,fresh,False,banana,apple,False,/Users/jongya/Desktop/data/data/archive/stale_banana/naver_0079.jpg
759,stale,fresh,False,orange,apple,False,/Users/jongya/Desktop/data/data/archive/stale_orange/Screen Shot 2018-06-12 at 11.33.23 PM.png
760,fresh,fresh,True,cherryTomato,cherryTomato,True,/Users/jongya/Desktop/data/data/archive/fresh_cherryTomato/naver_0133.jpg
761,stale,fresh,False,banana,banana,True,/Users/jongya/Desktop/data/data/archive/stale_banana/Screen Shot 2018-06-12 at 9.23.10 PM.png
762,fresh,fresh,True,banana,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_banana/Screen Shot 2018-06-12 at 10.06.07 PM.png
763,fresh,fresh,True,strawberry,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_strawberry/naver_0348.jpg
764,fresh,fresh,True,apple,apple,True,/Users/jongya/Desktop/data/data/archive/fresh_apple/Screen Shot 2018-06-08 at 5.17.34 PM.png
765,fresh,fresh,True,cherryTomato,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_cherryTomato/tomato1_38.jpg_0_20.jpg
766,fresh,fresh,True,apple,broccoli,False,/Users/jongya/Desktop/data/data/archive/fresh_apple/naver_0013.jpg
767,fresh,fresh,True,orange,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_orange/Screen Shot 2018-06-13 at 12.06.28 AM.png
768,fresh,fresh,True,mandarin,cherryTomato,False,/Users/jongya/Desktop/data/data/archive/fresh_mandarin/naver_0176.jpg
769,stale,fresh,False,grape,banana,False,/Users/jongya/Desktop/data/data/archive/stale_grape/google_0048.jpg
770,fresh,fresh,True,strawberry,cherryTomato,False,/Users/jongya/Desktop/data/data/archive/fresh_strawberry/naver_0182.jpg
771,fresh,fresh,True,orange,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_orange/Screen Shot 2018-06-12 at 11.58.02 PM.png
772,fresh,fresh,True,grape,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_grape/google_0038.jpg
773,fresh,fresh,True,grape,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_grape/google_0185.jpg
774,fresh,fresh,True,mandarin,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_mandarin/naver_0252.jpg
775,stale,fresh,False,orange,apple,False,/Users/jongya/Desktop/data/data/archive/stale_orange/Screen Shot 2018-06-12 at 11.34.13 PM(1).png
776,fresh,fresh,True,apple,apple,True,/Users/jongya/Desktop/data/data/archive/fresh_apple/Screen Shot 2018-06-08 at 4.59.44 PM.png
777,fresh,fresh,True,orange,cherryTomato,False,/Users/jongya/Desktop/data/data/archive/fresh_orange/naver_0133.jpg
778,fresh,fresh,True,pepper,broccoli,False,/Users/jongya/Desktop/data/data/archive/fresh_pepper/naver_0031.jpg
779,fresh,fresh,True,grape,broccoli,False,/Users/jongya/Desktop/data/data/archive/fresh_grape/naver_0251.jpg
780,fresh,fresh,True,orange,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_orange/Screen Shot 2018-06-13 at 12.17.51 AM.png
781,fresh,fresh,True,grape,broccoli,False,/Users/jongya/Desktop/data/data/archive/fresh_grape/google_0542.jpg
782,stale,fresh,False,cherryTomato,cherryTomato,True,/Users/jongya/Desktop/data/data/archive/stale_cherryTomato/naver_0254.jpg
783,fresh,fresh,True,pepper,broccoli,False,/Users/jongya/Desktop/data/data/archive/fresh_pepper/naver_0139.png
784,fresh,fresh,True,mandarin,cherryTomato,False,/Users/jongya/Desktop/data/data/archive/fresh_mandarin/naver_0283.jpg
785,fresh,fresh,True,orange,cherryTomato,False,/Users/jongya/Desktop/data/data/archive/fresh_orange/naver_0097.jpg
786,fresh,fresh,True,mandarin,cherryTomato,False,/Users/jongya/Desktop/data/data/archive/fresh_mandarin/naver_0141.jpg
787,stale,fresh,False,capsicum,broccoli,False,/Users/jongya/Desktop/data/data/archive/stale_capsicum/IMG_20220607_091020.jpg
788,fresh,fresh,True,grape,banana,False,/Users/jongya/Desktop/data/data/archive/fresh_grape/google_0383.jpg
789,fresh,fresh,True,pepper,broccoli,False,/Users/jongya/Desktop/data/data/archive/fresh_pepper/naver_0406.jpg
790,fresh,fresh,True,pepper,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_pepper/google_0039.jpg
791,stale,fresh,False,banana,banana,True,/Users/jongya/Desktop/data/data/archive/stale_banana/Screen Shot 2018-06-12 at 8.53.29 PM.png
792,fresh,fresh,True,grape,broccoli,False,/Users/jongya/Desktop/data/data/archive/fresh_grape/naver_0053.jpg
793,fresh,fresh,True,strawberry,cherryTomato,False,/Users/jongya/Desktop/data/data/archive/fresh_strawberry/google_0033.jpg
794,fresh,fresh,True,grape,broccoli,False,/Users/jongya/Desktop/data/data/archive/fresh_grape/google_0164.jpg
795,fresh,fresh,True,cherryTomato,cherryTomato,True,/Users/jongya/Desktop/data/data/archive/fresh_cherryTomato/naver_0315.jpg
796,fresh,fresh,True,capsicum,broccoli,False,/Users/jongya/Desktop/data/data/archive/fresh_capsicum/naver_0099.jpg
797,fresh,fresh,True,capsicum,broccoli,False,/Users/jongya/Desktop/data/data/archive/fresh_capsicum/naver_0128.jpg
798,fresh,fresh,True,mandarin,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_mandarin/google_0004.jpg
799,stale,fresh,False,grape,broccoli,False,/Users/jongya/Desktop/data/data/archive/stale_grape/google_0316.jpg
800,fresh,fresh,True,orange,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_orange/Screen Shot 2018-06-13 at 12.20.06 AM.png
801,fresh,fresh,True,apple,apple,True,/Users/jongya/Desktop/data/data/archive/fresh_apple/Screen Shot 2018-06-08 at 5.04.42 PM.png
802,stale,fresh,False,pepper,banana,False,/Users/jongya/Desktop/data/data/archive/stale_pepper/google_0360.jpg
803,fresh,fresh,True,strawberry,cherryTomato,False,/Users/jongya/Desktop/data/data/archive/fresh_strawberry/naver_0289.jpg
804,fresh,fresh,True,mandarin,cherryTomato,False,/Users/jongya/Desktop/data/data/archive/fresh_mandarin/google_0113.jpg
805,fresh,fresh,True,strawberry,broccoli,False,/Users/jongya/Desktop/data/data/archive/fresh_strawberry/naver_0009.jpg
806,fresh,fresh,True,banana,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_banana/Screen Shot 2018-06-12 at 9.48.14 PM.png
807,fresh,fresh,True,grape,broccoli,False,/Users/jongya/Desktop/data/data/archive/fresh_grape/naver_0227.jpg
808,stale,fresh,False,grape,broccoli,False,/Users/jongya/Desktop/data/data/archive/stale_grape/google_0042.jpg
809,stale,fresh,False,apple,apple,True,/Users/jongya/Desktop/data/data/archive/stale_apple/Screen Shot 2018-06-08 at 2.46.44 PM.png
810,fresh,fresh,True,banana,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_banana/Screen Shot 2018-06-12 at 10.07.13 PM.png
811,fresh,fresh,True,grape,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_grape/google_0261.jpg
812,fresh,fresh,True,capsicum,broccoli,False,/Users/jongya/Desktop/data/data/archive/fresh_capsicum/naver_0057.jpg
813,stale,fresh,False,pepper,broccoli,False,/Users/jongya/Desktop/data/data/archive/stale_pepper/557647_20210819_5_1_a7_1_2_13_1_72.jpg
814,stale,fresh,False,grape,banana,False,/Users/jongya/Desktop/data/data/archive/stale_grape/google_0273.jpg
815,fresh,fresh,True,grape,broccoli,False,/Users/jongya/Desktop/data/data/archive/fresh_grape/google_0589.jpg
816,fresh,fresh,True,mandarin,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_mandarin/naver_0293.jpg
817,stale,fresh,False,orange,apple,False,/Users/jongya/Desktop/data/data/archive/stale_orange/Screen Shot 2018-06-12 at 11.37.58 PM.png
818,stale,fresh,False,orange,apple,False,/Users/jongya/Desktop/data/data/archive/stale_orange/Screen Shot 2018-06-12 at 11.41.04 PM.png
819,fresh,fresh,True,orange,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_orange/Screen Shot 2018-06-12 at 11.53.12 PM.png
820,fresh,fresh,True,broccoli,broccoli,True,/Users/jongya/Desktop/data/data/archive/fresh_broccoli/google_0289.jpg
821,fresh,fresh,True,banana,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_banana/Screen Shot 2018-06-12 at 9.53.46 PM.png
822,fresh,fresh,True,broccoli,broccoli,True,/Users/jongya/Desktop/data/data/archive/fresh_broccoli/google_0113.jpg
823,stale,fresh,False,apple,apple,True,/Users/jongya/Desktop/data/data/archive/stale_apple/Screen Shot 2018-06-07 at 2.40.28 PM.png
824,fresh,fresh,True,grape,banana,False,/Users/jongya/Desktop/data/data/archive/fresh_grape/google_0540.jpg
825,stale,fresh,False,capsicum,broccoli,False,/Users/jongya/Desktop/data/data/archive/stale_capsicum/IMG_20220601_094300.jpg
826,fresh,fresh,True,pepper,broccoli,False,/Users/jongya/Desktop/data/data/archive/fresh_pepper/naver_0130.jpg
827,fresh,fresh,True,mandarin,cherryTomato,False,/Users/jongya/Desktop/data/data/archive/fresh_mandarin/naver_0292.jpg
828,fresh,fresh,True,banana,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_banana/Screen Shot 2018-06-12 at 9.39.28 PM.png
829,fresh,fresh,True,strawberry,cherryTomato,False,/Users/jongya/Desktop/data/data/archive/fresh_strawberry/google_0317.jpg
830,stale,fresh,False,pepper,broccoli,False,/Users/jongya/Desktop/data/data/archive/stale_pepper/503847_20210802_5_2_b3_1_2_13_1_118.jpg
831,fresh,fresh,True,pepper,broccoli,False,/Users/jongya/Desktop/data/data/archive/fresh_pepper/naver_0373.jpg
832,stale,fresh,False,grape,broccoli,False,/Users/jongya/Desktop/data/data/archive/stale_grape/google_0097.jpg
833,fresh,fresh,True,banana,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_banana/Screen Shot 2018-06-12 at 10.05.07 PM(1).png
834,fresh,fresh,True,orange,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_orange/Screen Shot 2018-06-12 at 11.51.08 PM(1).png
835,fresh,fresh,True,grape,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_grape/google_0259.jpg
836,fresh,fresh,True,broccoli,broccoli,True,/Users/jongya/Desktop/data/data/archive/fresh_broccoli/google_0007.jpg
837,fresh,fresh,True,strawberry,broccoli,False,/Users/jongya/Desktop/data/data/archive/fresh_strawberry/naver_0211.jpg
838,fresh,fresh,True,strawberry,capsicum,False,/Users/jongya/Desktop/data/data/archive/fresh_strawberry/naver_0228.jpg
839,stale,fresh,False,capsicum,broccoli,False,/Users/jongya/Desktop/data/data/archive/stale_capsicum/IMG_20220607_091429.jpg
840,stale,fresh,False,strawberry,broccoli,False,/Users/jongya/Desktop/data/data/archive/stale_strawberry/google_0050.jpg
841,stale,fresh,False,orange,broccoli,False,/Users/jongya/Desktop/data/data/archive/stale_orange/Screen Shot 2018-06-12 at 11.31.52 PM.png
842,fresh,fresh,True,banana,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_banana/Screen Shot 2018-06-12 at 9.48.54 PM.png
843,stale,fresh,False,banana,banana,True,/Users/jongya/Desktop/data/data/archive/stale_banana/Screen Shot 2018-06-12 at 8.59.02 PM.png
844,fresh,fresh,True,orange,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_orange/Screen Shot 2018-06-13 at 12.10.16 AM.png
845,fresh,fresh,True,mandarin,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_mandarin/naver_0214.jpg
846,fresh,fresh,True,grape,banana,False,/Users/jongya/Desktop/data/data/archive/fresh_grape/google_0301.jpg
847,fresh,fresh,True,grape,broccoli,False,/Users/jongya/Desktop/data/data/archive/fresh_grape/google_0419.jpg
848,fresh,fresh,True,mandarin,cherryTomato,False,/Users/jongya/Desktop/data/data/archive/fresh_mandarin/naver_0231.jpg
849,fresh,fresh,True,orange,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_orange/Screen Shot 2018-06-13 at 12.07.17 AM.png
850,fresh,fresh,True,pepper,broccoli,False,/Users/jongya/Desktop/data/data/archive/fresh_pepper/naver_0310.jpg
851,fresh,fresh,True,grape,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_grape/google_0364.jpg
852,fresh,fresh,True,cherryTomato,capsicum,False,/Users/jongya/Desktop/data/data/archive/fresh_cherryTomato/Tre_020.jpg
853,stale,fresh,False,capsicum,broccoli,False,/Users/jongya/Desktop/data/data/archive/stale_capsicum/IMG_20220601_094112.jpg
854,fresh,fresh,True,strawberry,broccoli,False,/Users/jongya/Desktop/data/data/archive/fresh_strawberry/naver_0110.jpg
855,fresh,fresh,True,capsicum,broccoli,False,/Users/jongya/Desktop/data/data/archive/fresh_capsicum/naver_0013.jpg
856,fresh,fresh,True,cherryTomato,cherryTomato,True,/Users/jongya/Desktop/data/data/archive/fresh_cherryTomato/naver_0232.jpg
857,fresh,fresh,True,grape,broccoli,False,/Users/jongya/Desktop/data/data/archive/fresh_grape/naver_0182.jpg
858,stale,fresh,False,grape,banana,False,/Users/jongya/Desktop/data/data/archive/stale_grape/google_0234.jpg
859,fresh,fresh,True,cherryTomato,cherryTomato,True,/Users/jongya/Desktop/data/data/archive/fresh_cherryTomato/naver_0335.jpg
860,stale,fresh,False,pepper,broccoli,False,/Users/jongya/Desktop/data/data/archive/stale_pepper/557813_20210825_5_1_a7_1_2_13_1_3.jpg
861,fresh,fresh,True,cherryTomato,capsicum,False,/Users/jongya/Desktop/data/data/archive/fresh_cherryTomato/DSCN4172.jpg_0_311.jpg
862,fresh,fresh,True,pepper,broccoli,False,/Users/jongya/Desktop/data/data/archive/fresh_pepper/naver_0451.jpg
863,fresh,fresh,True,capsicum,broccoli,False,/Users/jongya/Desktop/data/data/archive/fresh_capsicum/naver_0155.jpg
864,stale,fresh,False,pepper,broccoli,False,/Users/jongya/Desktop/data/data/archive/stale_pepper/505118_20210810_5_2_b3_1_2_13_1_12.jpg
865,stale,fresh,False,banana,banana,True,/Users/jongya/Desktop/data/data/archive/stale_banana/Screen Shot 2018-06-12 at 9.03.21 PM.png
866,fresh,fresh,True,pepper,broccoli,False,/Users/jongya/Desktop/data/data/archive/fresh_pepper/naver_0077.jpg
867,fresh,fresh,True,mandarin,cherryTomato,False,/Users/jongya/Desktop/data/data/archive/fresh_mandarin/naver_0187.jpg
868,stale,fresh,False,banana,banana,True,/Users/jongya/Desktop/data/data/archive/stale_banana/Screen Shot 2018-06-12 at 8.56.30 PM.png
869,stale,fresh,False,capsicum,apple,False,/Users/jongya/Desktop/data/data/archive/stale_capsicum/IMG_20220601_094254.jpg
870,fresh,fresh,True,pepper,broccoli,False,/Users/jongya/Desktop/data/data/archive/fresh_pepper/naver_0393.jpg
871,stale,fresh,False,orange,apple,False,/Users/jongya/Desktop/data/data/archive/stale_orange/Screen Shot 2018-06-12 at 11.46.17 PM.png
872,fresh,fresh,True,strawberry,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_strawberry/naver_0145.jpg
873,fresh,fresh,True,mandarin,cherryTomato,False,/Users/jongya/Desktop/data/data/archive/fresh_mandarin/naver_0004.jpg
874,fresh,fresh,True,orange,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_orange/Screen Shot 2018-06-13 at 12.05.13 AM.png
875,stale,fresh,False,pepper,apple,False,/Users/jongya/Desktop/data/data/archive/stale_pepper/google_0032.jpg
876,fresh,fresh,True,banana,banana,True,/Users/jongya/Desktop/data/data/archive/fresh_banana/naver_0094.jpg
877,fresh,fresh,True,pepper,broccoli,False,/Users/jongya/Desktop/data/data/archive/fresh_pepper/naver_0131.jpg
878,fresh,fresh,True,grape,broccoli,False,/Users/jongya/Desktop/data/data/archive/fresh_grape/google_0500.jpg
879,fresh,fresh,True,grape,banana,False,/Users/jongya/Desktop/data/data/archive/fresh_grape/google_0379.jpg
880,fresh,fresh,True,orange,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_orange/Screen Shot 2018-06-12 at 11.59.19 PM.png
881,fresh,fresh,True,grape,banana,False,/Users/jongya/Desktop/data/data/archive/fresh_grape/google_0346.jpg
882,fresh,fresh,True,apple,apple,True,/Users/jongya/Desktop/data/data/archive/fresh_apple/Screen Shot 2018-06-08 at 5.29.13 PM.png
883,fresh,fresh,True,mandarin,cherryTomato,False,/Users/jongya/Desktop/data/data/archive/fresh_mandarin/naver_0085.jpg
884,fresh,fresh,True,mandarin,cherryTomato,False,/Users/jongya/Desktop/data/data/archive/fresh_mandarin/naver_0129.jpg
885,stale,fresh,False,grape,broccoli,False,/Users/jongya/Desktop/data/data/archive/stale_grape/google_0603.jpg
886,stale,fresh,False,apple,apple,True,/Users/jongya/Desktop/data/data/archive/stale_apple/Screen Shot 2018-06-07 at 3.04.41 PM.png
887,fresh,fresh,True,apple,apple,True,/Users/jongya/Desktop/data/data/archive/fresh_apple/naver_0072.jpg
888,fresh,fresh,True,strawberry,broccoli,False,/Users/jongya/Desktop/data/data/archive/fresh_strawberry/naver_0036.jpg
889,stale,fresh,False,apple,apple,True,/Users/jongya/Desktop/data/data/archive/stale_apple/Screen Shot 2018-06-07 at 2.39.53 PM.png
890,fresh,fresh,True,cherryTomato,cherryTomato,True,/Users/jongya/Desktop/data/data/archive/fresh_cherryTomato/naver_0064.png
891,fresh,fresh,True,strawberry,broccoli,False,/Users/jongya/Desktop/data/data/archive/fresh_strawberry/naver_0046.jpg
892,stale,fresh,False,mandarin,apple,False,/Users/jongya/Desktop/data/data/archive/stale_mandarin/istockphoto-154149647-1024x1024.jpg
893,fresh,fresh,True,strawberry,broccoli,False,/Users/jongya/Desktop/data/data/archive/fresh_strawberry/naver_0333.jpg
894,fresh,fresh,True,pepper,broccoli,False,/Users/jongya/Desktop/data/data/archive/fresh_pepper/naver_0193.jpg
895,stale,fresh,False,pepper,broccoli,False,/Users/jongya/Desktop/data/data/archive/stale_pepper/557393_20210809_5_1_a7_1_2_13_1_25.jpg
896,stale,fresh,False,strawberry,broccoli,False,/Users/jongya/Desktop/data/data/archive/stale_strawberry/google_0179.jpg
897,stale,fresh,False,banana,apple,False,/Users/jongya/Desktop/data/data/archive/stale_banana/Screen Shot 2018-06-12 at 9.26.21 PM.png
898,fresh,fresh,True,cherryTomato,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_cherryTomato/naver_0091.jpg
899,fresh,fresh,True,grape,banana,False,/Users/jongya/Desktop/data/data/archive/fresh_grape/google_0023.jpg
900,fresh,fresh,True,apple,broccoli,False,/Users/jongya/Desktop/data/data/archive/fresh_apple/naver_0036.jpg
901,fresh,fresh,True,mandarin,cherryTomato,False,/Users/jongya/Desktop/data/data/archive/fresh_mandarin/naver_0212.jpg
902,stale,fresh,False,capsicum,apple,False,/Users/jongya/Desktop/data/data/archive/stale_capsicum/IMG_20220607_090904.jpg
903,fresh,fresh,True,pepper,broccoli,False,/Users/jongya/Desktop/data/data/archive/fresh_pepper/naver_0316.jpg
904,stale,fresh,False,banana,banana,True,/Users/jongya/Desktop/data/data/archive/stale_banana/Screen Shot 2018-06-12 at 8.56.21 PM.png
905,fresh,fresh,True,apple,apple,True,/Users/jongya/Desktop/data/data/archive/fresh_apple/naver_0029.jpg
906,fresh,fresh,True,orange,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_orange/Screen Shot 2018-06-13 at 12.10.45 AM.png
907,fresh,fresh,True,pepper,banana,False,/Users/jongya/Desktop/data/data/archive/fresh_pepper/naver_0035.jpg
908,stale,fresh,False,orange,apple,False,/Users/jongya/Desktop/data/data/archive/stale_orange/Screen Shot 2018-06-12 at 11.44.06 PM.png
909,stale,fresh,False,pepper,broccoli,False,/Users/jongya/Desktop/data/data/archive/stale_pepper/504968_20210809_5_2_b3_1_2_13_1_20210809_5_2_b3_1_2_13_1_192.jpg
910,fresh,fresh,True,pepper,broccoli,False,/Users/jongya/Desktop/data/data/archive/fresh_pepper/naver_0015.jpg
911,stale,fresh,False,strawberry,apple,False,/Users/jongya/Desktop/data/data/archive/stale_strawberry/google_0022 (2).jpg
912,fresh,fresh,True,orange,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_orange/Screen Shot 2018-06-13 at 12.01.36 AM.png
913,stale,fresh,False,apple,apple,True,/Users/jongya/Desktop/data/data/archive/stale_apple/Screen Shot 2018-06-07 at 3.05.53 PM.png
914,fresh,fresh,True,orange,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_orange/Screen Shot 2018-06-12 at 11.56.20 PM.png
915,stale,fresh,False,pepper,broccoli,False,/Users/jongya/Desktop/data/data/archive/stale_pepper/556425_20210729_5_1_a7_1_2_13_1_84.jpg
916,fresh,fresh,True,broccoli,broccoli,True,/Users/jongya/Desktop/data/data/archive/fresh_broccoli/google_0396.jpg
917,fresh,fresh,True,apple,apple,True,/Users/jongya/Desktop/data/data/archive/fresh_apple/naver_0048.jpg
918,fresh,fresh,True,capsicum,broccoli,False,/Users/jongya/Desktop/data/data/archive/fresh_capsicum/naver_0180.jpg
919,fresh,fresh,True,strawberry,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_strawberry/naver_0285.jpg
920,fresh,fresh,True,banana,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_banana/Screen Shot 2018-06-12 at 9.56.48 PM.png
921,fresh,fresh,True,strawberry,cherryTomato,False,/Users/jongya/Desktop/data/data/archive/fresh_strawberry/naver_0105.jpg
922,fresh,fresh,True,banana,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_banana/Screen Shot 2018-06-12 at 9.45.22 PM.png
923,fresh,fresh,True,grape,broccoli,False,/Users/jongya/Desktop/data/data/archive/fresh_grape/naver_0247.jpg
924,fresh,fresh,True,mandarin,cherryTomato,False,/Users/jongya/Desktop/data/data/archive/fresh_mandarin/naver_0056.jpg
925,fresh,fresh,True,grape,broccoli,False,/Users/jongya/Desktop/data/data/archive/fresh_grape/google_0294.jpg
926,fresh,fresh,True,pepper,broccoli,False,/Users/jongya/Desktop/data/data/archive/fresh_pepper/naver_0423.jpg
927,stale,fresh,False,orange,apple,False,/Users/jongya/Desktop/data/data/archive/stale_orange/Screen Shot 2018-06-12 at 11.24.12 PM.png
928,fresh,fresh,True,orange,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_orange/Screen Shot 2018-06-12 at 11.56.02 PM.png
929,fresh,fresh,True,capsicum,broccoli,False,/Users/jongya/Desktop/data/data/archive/fresh_capsicum/capsicum3_3.jpg_0_299.jpg
930,fresh,fresh,True,strawberry,broccoli,False,/Users/jongya/Desktop/data/data/archive/fresh_strawberry/google_0226.jpg
931,fresh,fresh,True,cherryTomato,capsicum,False,/Users/jongya/Desktop/data/data/archive/fresh_cherryTomato/DSCN4069.jpg_0_76.jpg
932,fresh,fresh,True,grape,banana,False,/Users/jongya/Desktop/data/data/archive/fresh_grape/naver_0055.jpg
933,fresh,fresh,True,mandarin,cherryTomato,False,/Users/jongya/Desktop/data/data/archive/fresh_mandarin/naver_0264.jpg
934,fresh,fresh,True,banana,banana,True,/Users/jongya/Desktop/data/data/archive/fresh_banana/Screen Shot 2018-06-12 at 10.07.52 PM.png
935,fresh,fresh,True,cherryTomato,capsicum,False,/Users/jongya/Desktop/data/data/archive/fresh_cherryTomato/DSCN4142.jpg_0_181.jpg
936,fresh,fresh,True,grape,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_grape/naver_0155.jpg
937,stale,fresh,False,capsicum,broccoli,False,/Users/jongya/Desktop/data/data/archive/stale_capsicum/IMG_20220607_091121.jpg
938,stale,fresh,False,grape,broccoli,False,/Users/jongya/Desktop/data/data/archive/stale_grape/google_0496.jpg
939,fresh,fresh,True,banana,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_banana/naver_0012.jpg
940,fresh,fresh,True,strawberry,cherryTomato,False,/Users/jongya/Desktop/data/data/archive/fresh_strawberry/naver_0038.jpg
941,fresh,fresh,True,grape,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_grape/google_0006.jpg
942,stale,fresh,False,apple,apple,True,/Users/jongya/Desktop/data/data/archive/stale_apple/Screen Shot 2018-06-07 at 2.38.49 PM.png
943,fresh,fresh,True,banana,apple,False,/Users/jongya/Desktop/data/data/archive/fresh_banana/Screen Shot 2018-06-12 at 10.04.59 PM.png
944,stale,fresh,False,apple,apple,True,/Users/jongya/Desktop/data/data/archive/stale_apple/Screen Shot 2018-06-08 at 2.37.24 PM.png
945,stale,fresh,False,apple,apple,True,/Users/jongya/Desktop/data/data/archive/stale_apple/Screen Shot 2018-06-07 at 2.46.52 PM.png
946,stale,fresh,False,apple,apple,True,/Users/jongya/Desktop/data/data/archive/stale_apple/Screen Shot 2018-06-08 at 2.47.49 PM.png
947,fresh,fresh,True,strawberry,cherryTomato,False,/Users/jongya/Desktop/data/data/archive/fresh_strawberry/naver_0254.jpg
948,fresh,fresh,True,capsicum,broccoli,False,/Users/jongya/Desktop/data/data/archive/fresh_capsicum/Day3.jpg_0_9.jpg
949,stale,fresh,False,grape,broccoli,False,/Users/jongya/Desktop/data/data/archive/stale_grape/google_0510.jpg
950,fresh,fresh,True,apple,apple,True,/Users/jongya/Desktop/data/data/archive/fresh_apple/Screen Shot 2018-06-08 at 5.19.47 PM.png
951,stale,fresh,False,strawberry,broccoli,False,/Users/jongya/Desktop/data/data/archive/stale_strawberry/google_0419.jpg
952,fresh,fresh,True,strawberry,broccoli,False,/Users/jongya/Desktop/data/data/archive/fresh_strawberry/naver_0201.jpg
953,stale,fresh,False,capsicum,broccoli,False,/Users/jongya/Desktop/data/data/archive/stale_capsicum/IMG_20220601_094236.jpg
954,fresh,fresh,True,cherryTomato,cherryTomato,True,/Users/jongya/Desktop/data/data/archive/fresh_cherryTomato/naver_0159.jpg
955,fresh,fresh,True,pepper,capsicum,False,/Users/jongya/Desktop/data/data/archive/fresh_pepper/naver_0305.jpg
956,fresh,fresh,True,strawberry,cherryTomato,False,/Users/jongya/Desktop/data/data/archive/fresh_strawberry/naver_0294.jpg
957,fresh,fresh,True,grape,broccoli,False,/Users/jongya/Desktop/data/data/archive/fresh_grape/google_0240.jpg
958,fresh,fresh,True,capsicum,broccoli,False,/Users/jongya/Desktop/data/data/archive/fresh_capsicum/naver_0131.jpg
959,stale,fresh,False,cherryTomato,apple,False,/Users/jongya/Desktop/data/data/archive/stale_cherryTomato/Copy of IMG_20200727_223202.jpg_0_1680.jpg
960,stale,fresh,False,grape,broccoli,False,/Users/jongya/Desktop/data/data/archive/stale_grape/google_0259.jpg
961,stale,fresh,False,cherryTomato,apple,False,/Users/jongya/Desktop/data/data/archive/stale_cherryTomato/naver_0250.jpg
